Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: Metabolika Search,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# mzCloud Results,# Metabolika Pathways,Metabolika Pathways,mzCloud Best Match,mzCloud Best Sim. Match,MS2,Group Area: F3
TRUE,Maltopentaose,C30 H52 O26,No match,Invalid mass,No results,,850.26463,10.565,41920934.61,1,0,,60.2,,DDA for preferred ion,41920934.61
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Maltopentaose,C30 H52 O26,828.27468,60.2,,Reference-6132,,Endogenous Metabolites,Reference,,,,,,
TRUE,Cafestol,C20 H28 O3,No match,Invalid mass,No results,,316.19863,15.945,41730653.33,7,0,,90.2,,DDA for preferred ion,41730653.33
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Cafestol,C20 H28 O3,316.20384,90.2,,Reference-5863,C09066,Endogenous Metabolites,Reference,,,,,,
,TRUE,"(1S,4aS,5R)-5-[2-(3-Furyl)ethyl]-1,4a-dimethyl-6-methylenedecahydro-1-naphthalenecarboxylic acid",C20 H28 O3,316.20384,87.1,,Reference-7848,,,Reference,,,,,,
,TRUE,NP-014175,C20 H28 O3,316.20384,89.3,,Autoprocessed-5719,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"7-hydroxy-1,4a-dimethyl-9-oxo-7-(propan-2-yl)-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthrene-1-carboxylic acid",C20 H30 O4,334.21441,87.4,,Autoprocessed-6602,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-016928,C20 H28 O3,316.20384,81.9,,Autoprocessed-7816,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-017061,C20 H30 O4,334.21441,91.3,,Autoprocessed-8049,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2E)-2-[2-(1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)ethyl]but-2-enedioic acid",C20 H30 O4,334.21441,78.1,,Autoprocessed-1471,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"N1-(2-Methoxy-5-methylphenyl)-2-{[4-methyl-5-(trifluoromethyl)-4H-1,2,4-triazol-3-yl]thio}acetamide",C14 H15 F3 N4 O2 S,No match,Invalid mass,No results,,382.06343,7.95,40468442.99,6,0,,77.8,,DDA for preferred ion,40468442.99
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"N1-(2-Methoxy-5-methylphenyl)-2-{[4-methyl-5-(trifluoromethyl)-4H-1,2,4-triazol-3-yl]thio}acetamide",C14 H15 F3 N4 O2 S,360.08678,77.8,,Reference-3635,,,Reference,,,,,,
,TRUE,Tetraphenylarsonium,C24 H19 As,382.07027,76,,Reference-3248,C11316,,Reference,,,,,,
,TRUE,Rosmarinic acid,C18 H16 O8,360.08452,73.3,,Reference-8030,C10489,,Reference,,,,,,
,TRUE,NP-009330,C18 H16 O8,360.08452,75.4,,Autoprocessed-8071,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,6-dimethoxy-4H-chromen-4-one",C18 H16 O8,360.08452,74.4,,Autoprocessed-2803,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"ethyl 3-methyl-5-{2-[3-(trifluoromethyl)phenyl]-1,3-thiazol-4-yl}isoxazole-4-carboxylate",C17 H13 F3 N2 O3 S,382.0599,69.3,,Autoprocessed-5528,,,Autoprocessed,,,,,,
TRUE,"(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid",C18 H32 O5,No match,Invalid mass,No match,,310.21388,14.004,40345921.21,1,1,Superpathway of lipoxygenase,68.3,,DDA for preferred ion,40345921.21
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid",C18 H32 O5,328.22497,92.3,,Autoprocessed-1416,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-012888,C22 H24 O4,No match,Invalid mass,No results,,390.11861,9.01,40168564.27,3,0,,91,,DDA for preferred ion,40168564.27
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Sclerotiorin,C21 H23 Cl O5,390.1234,89.5,,Reference-6220,,Endogenous Metabolites,Reference,,,,,,
,TRUE,"5-Chloro-3-[(1E,3E)-3,5-dimethyl-1,3-heptadien-1-yl]-7-methyl-6,8-dioxo-7,8-dihydro-6H-isochromen-7-yl acetate",C21 H23 Cl O5,390.1234,87,,Reference-7702,,,Reference,,,,,,
,TRUE,NP-012888,C22 H24 O4,352.16746,91,,Autoprocessed-5716,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"N-(4-butyl-2-methylphenyl)-2-[(5-cyano-4-cyclohexyl-6-oxo-1,6-dihydropyrimidin-2-yl)thio]acetamide",C24 H30 N4 O2 S,No match,Invalid mass,No results,,438.20149,10.626,40148233.86,1,0,,74.9,,DDA for preferred ion,40148233.86
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"N-(4-butyl-2-methylphenyl)-2-[(5-cyano-4-cyclohexyl-6-oxo-1,6-dihydropyrimidin-2-yl)thio]acetamide",C24 H30 N4 O2 S,438.20895,74.9,,Autoprocessed-184,,,Autoprocessed,,,,,,
TRUE,NP-012616,C15 H24 O2,Full match,Full match,Partial match,,236.17737,12.544,40031295.69,1,1,Superpathway of trichothecene biosynthesis,81,,DDA for preferred ion,40031295.69
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-012616,C15 H24 O2,236.17763,83.7,,Autoprocessed-5649,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C23 H21 F N2 O3 S,No match,Invalid mass,No results,,424.13405,7.648,39881539.31,2,0,,96,,DDA for preferred ion,39881539.31
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C23 H21 F N2 O3 S,424.12569,96,,Reference-8865,,,Reference,,,,,,
,TRUE,"(1R,3R,8S,10R,13S,16S,17R)-6,12,17-Trihydroxy-16-methyl-8-(2-methyl-2-propanyl)-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11 03,7 07,11 013,17]nonadecane-5,15,18-trione",C20 H24 O10,424.13695,95.2,,Reference-7866,C07602,,Reference,,,,,,
TRUE,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)",C9 H19 N O,Full match,Full match,No results,,157.14656,12.881,39538742.52,4,0,,93.7,,DDA for preferred ion,39538742.52
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)",C9 H19 N O,157.14666,93.7,,Reference-1418,,Industrial Chemicals,Reference,,,,,,
,TRUE,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)",C9 H19 N O,157.14666,93.7,,Reference-1418,,Industrial Chemicals,Reference,,,,,,
,TRUE,"2,2,6,6-Tetramethyl-4-piperidinol",C9 H19 N O,157.14666,87.3,,Reference-2886,,Extractables/Leachables; Industrial Chemicals,Reference,,,,,,
,TRUE,"2,2,6,6-Tetramethyl-4-piperidinol",C9 H19 N O,157.14666,87.3,,Reference-2886,,Extractables/Leachables; Industrial Chemicals,Reference,,,,,,
TRUE,Matairesinol,C20 H22 O6,Full match,Full match,No results,,358.14131,11.724,38391239.48,2,0,,98.1,,DDA for preferred ion,38391239.48
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Matairesinol,C20 H22 O6,358.14164,98.1,,Reference-7908,C10682,,Reference,,,,,,
,TRUE,"5-[4-(3-hydroxy-4-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol",C20 H22 O6,358.14164,74,,Autoprocessed-3013,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-021018,C12 H18 O4,Full match,Full match,No results,,226.12021,7.652,37727509.63,1,0,,62.3,,DDA for preferred ion,37727509.63
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-021018,C12 H18 O4,226.12051,64.3,,Autoprocessed-6497,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"[Similar to: methyl 3,5-dichloro-2-hydroxy-6-[4-hydroxy-2-methoxy-6-(methoxycarbonyl)phenoxy]-4-methylbenzoate; ¶§Mass: 37.4111 Da]",C29 H57 N O3,Full match,Invalid mass,No results,,467.43337,14.085,37698980.9,1,0,,,68.9,DDA for preferred ion,37698980.9
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"methyl 3,5-dichloro-2-hydroxy-6-[4-hydroxy-2-methoxy-6-(methoxycarbonyl)phenoxy]-4-methylbenzoate",C18 H16 Cl2 O8,430.02222,,68.9,Autoprocessed-6644,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-016028,C28 H34 O9,No match,Invalid mass,No results,,552.18663,10.976,37358614.86,1,0,,85.8,,DDA for preferred ion,37358614.86
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-016028,C28 H34 O9,514.22028,85.8,,Autoprocessed-8088,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"1-(tert-butyl)-N-(2,3-dihydro-1,4-benzodioxin-6-yl)-5-methyl-1H-pyrazole-3-carboxamide",C17 H21 N3 O3,No match,Invalid mass,No results,,337.13561,2.526,37126864.6,2,0,,86.4,,DDA for preferred ion,37126864.6
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1-(tert-butyl)-N-(2,3-dihydro-1,4-benzodioxin-6-yl)-5-methyl-1H-pyrazole-3-carboxamide",C17 H21 N3 O3,315.15829,86.4,,Autoprocessed-3711,,,Autoprocessed,,,,,,
,TRUE,4-methyl-5-phenoxy-6-piperidino-2-(trifluoromethyl)pyrimidine,C17 H18 F3 N3 O,337.1402,86.4,,Autoprocessed-4879,,,Autoprocessed,,,,,,
TRUE,JP104,C25 H30 N2 O3,No match,Invalid mass,No results,,406.23256,12.291,37122175.11,1,0,,68.8,,DDA for preferred ion,37122175.11
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,JP104,C25 H30 N2 O3,406.22564,68.8,,Reference-5515,,Drugs of Abuse/Illegal Drugs,Reference,,,,,,
TRUE,NP-020014,C15 H26 O3,No match,Invalid mass,No match,,236.17737,11.317,37014036.37,1,1,Superpathway of trichothecene biosynthesis,72.4,,DDA for preferred ion,37014036.37
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-020014,C15 H26 O3,254.18819,93.6,,Autoprocessed-7811,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Prolylleucine,C11 H20 N2 O3,Full match,Full match,No results,,228.14708,1.818,35123330.09,3,0,,93.9,,DDA for preferred ion,35123330.09
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Prolylleucine,C11 H20 N2 O3,228.14739,93.9,,Reference-559,,Endogenous Metabolites,Reference,,,,,,
,TRUE,4-{[3-(Diethylamino)propyl]amino}-4-oxobut-2-enoic acid,C11 H20 N2 O3,228.14739,65.4,,Reference-4184,,,Reference,,,,,,
,TRUE,Leucylproline,C11 H20 N2 O3,228.14739,93.8,,Reference-468,,Endogenous Metabolites,Reference,,,,,,
TRUE,"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one",C15 H24 O3,No match,Invalid mass,No match,,234.16174,11.625,34957127.99,8,1,Superpathway of trichothecene biosynthesis,71.2,,DDA for preferred ion,34957127.99
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Ageratriol,C15 H24 O3,252.17254,89.4,,Reference-8014,,,Reference,,,,,,
,TRUE,Ageratriol,C15 H24 O3,252.17254,89.4,,Reference-8014,,,Reference,,,,,,
,TRUE,Polygodial,C15 H22 O2,234.16198,70.5,,Reference-5861,C09712,Endogenous Metabolites,Reference,,,,,,
,TRUE,NP-000294,C15 H22 O2,234.16198,88.7,,Autoprocessed-5626,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid",C15 H24 O3,252.17254,73.8,,Autoprocessed-2280,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one",C15 H24 O3,252.17254,71.7,,Autoprocessed-2877,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-008095,C15 H24 O3,252.17254,88.3,,Autoprocessed-5644,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-008095,C15 H24 O3,252.17254,88.3,,Autoprocessed-5644,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid",C18 H34 O5,No match,Invalid mass,No match,,312.22963,12.674,34399707.51,3,1,Superpathway of lipoxygenase,78.7,,DDA for preferred ion,34399707.51
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-002322,C18 H32 O4,312.23006,91.8,,Autoprocessed-6481,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid",C18 H34 O5,330.24062,91,,Autoprocessed-2278,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-013663,C18 H34 O5,330.24062,91.5,,Autoprocessed-7834,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Camptothecin,C20 H16 N2 O4,Full match,Full match,No results,,348.11075,11.306,33381887.06,8,0,,78.9,,DDA for preferred ion,33381887.06
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Camptothecin,C20 H16 N2 O4,348.11101,78.9,,Reference-6216,C01897,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,ethyl 4-{[(4-methylphenyl)sulfonyl]amino}tetrahydro-1(2H)-pyridinecarboxylate,C15 H22 N2 O4 S,326.13003,78.9,,Autoprocessed-4923,,,Autoprocessed,,,,,,
,TRUE,N1-(8-methyl-8-azabicyclo[3.2.1]oct-3-yl)-3-(trifluoromethyl)benzene-1-sulfonamide,C15 H19 F3 N2 O2 S,348.11193,78.8,,Autoprocessed-3424,,,Autoprocessed,,,,,,
,TRUE,"7-(acetyloxy)-6-hydroxy-2-methyl-10-oxo-3,6,7,8,9,10-hexahydro-2H-oxecin-3-yl (2E)-but-2-enoate",C16 H22 O7,326.13655,78.8,,Autoprocessed-1747,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"5-(5-amino-1-phenyl-1H-pyrazol-4-yl)-4-benzyl-2,4-dihydro-3H-1,2,4-triazole-3-thione",C18 H16 N6 S,348.11572,78.5,,Autoprocessed-301,,,Autoprocessed,,,,,,
,TRUE,"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-phenoxynicotinamide",C20 H16 N2 O4,348.11101,75.6,,Autoprocessed-6736,,,Autoprocessed,,,,,,
,TRUE,"2-hydroxy-3,6-diphenylcyclohexyl acetate",C20 H22 O3,310.15689,72.7,,Autoprocessed-1760,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,Avobenzone,C20 H22 O3,310.15689,78.7,,Autoprocessed-1881,,Personal Care Products/Cosmetics,Autoprocessed,,,,,,
TRUE,L(-)-Carnitine,C7 H15 N O3,Full match,Full match,No results,,161.10501,1.55,30836387.65,3,0,,98.7,,DDA for preferred ion,30836387.65
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L(-)-Carnitine,C7 H15 N O3,161.10519,98.7,,Reference-1837,D02176,Endogenous Metabolites,Reference,,,,,,
,TRUE,D-Carnitine,C7 H15 N O3,161.10519,98.6,,Reference-6597,C15025,,Reference,,,,,,
,TRUE,DL-Carnitine,C7 H15 N O3,161.10519,98.7,,Reference-881,,Endogenous Metabolites,Reference,,,,,,
TRUE,"2-{9-[(3-methylbutanoyl)oxy]-2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl 3-methylbutanoate",C24 H30 O7,No match,Invalid mass,No results,,468.16033,7.547,30807594.62,3,0,,76,,DDA for preferred ion,30807594.62
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"methyl 4-[2-chloro-4-(dimethylamino)phenyl]-7-(4-fluorophenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydro-3-quinolinecarboxylate",C26 H26 Cl F N2 O3,468.1616,75.2,,Autoprocessed-5048,,,Autoprocessed,,,,,,
,TRUE,"(2R,3R,4S,5S,6R)-2-[2-(4-methoxyphenyl)ethoxy]-6-({[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)oxane-3,4,5-triol",C20 H30 O11,446.17881,75.6,,Autoprocessed-1309,,,Autoprocessed,,,,,,
,TRUE,"2-{9-[(3-methylbutanoyl)oxy]-2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl 3-methylbutanoate",C24 H30 O7,430.19915,76,,Autoprocessed-1802,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Kynurenic acid,C10 H7 N O3,Full match,Full match,Full match,,189.04244,7.171,30335874.97,2,1,Other,92.4,,DDA for preferred ion,30335874.97
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Kynurenic acid,C10 H7 N O3,189.04259,92.4,,Reference-458,C01717,Endogenous Metabolites,Reference,,,,,,
,TRUE,"2-(3,4-dihydroxyphenyl)acetamide",C8 H9 N O3,167.05824,61.4,,Autoprocessed-2396,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",C21 H24 O6,Not the top hit,Full match,No results,,372.15672,10.286,30204755.19,1,0,,91.8,,DDA for preferred ion,30204755.19
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",C21 H24 O6,372.15729,98,,Autoprocessed-2276,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Desthiobiotin,C10 H18 N2 O3,Full match,Full match,Full match,,214.13147,2.765,30088651.24,15,2,Other,95.8,,DDA for preferred ion,30088651.24
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Desthiobiotin,C10 H18 N2 O3,214.13174,98.3,,Reference-384,C01909,,Reference,,,,,,
,TRUE,Desthiobiotin,C10 H18 N2 O3,214.13174,98.3,,Reference-384,C01909,,Reference,,,,,,
,TRUE,Desthiobiotin,C10 H18 N2 O3,214.13174,98.3,,Reference-384,C01909,,Reference,,,,,,
,TRUE,Desthiobiotin,C10 H18 N2 O3,214.13174,98.3,,Reference-384,C01909,,Reference,,,,,,
,TRUE,Desthiobiotin,C10 H18 N2 O3,214.13174,98.3,,Reference-384,C01909,,Reference,,,,,,
,TRUE,Valylproline,C10 H18 N2 O3,214.13174,98.1,,Reference-773,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Valylproline,C10 H18 N2 O3,214.13174,98.1,,Reference-773,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Valylproline,C10 H18 N2 O3,214.13174,98.1,,Reference-773,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Valylproline,C10 H18 N2 O3,214.13174,98.1,,Reference-773,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Valylproline,C10 H18 N2 O3,214.13174,98.1,,Reference-773,,Endogenous Metabolites,Reference,,,,,,
,TRUE,"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one",C15 H20 O2,232.14633,97.6,,Autoprocessed-2637,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one",C15 H20 O2,232.14633,97.6,,Autoprocessed-2637,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one",C15 H20 O2,232.14633,97.6,,Autoprocessed-2637,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one",C15 H20 O2,232.14633,97.6,,Autoprocessed-2637,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one",C15 H20 O2,232.14633,97.6,,Autoprocessed-2637,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Oleoyl ethanolamide,C20 H39 N O2,Full match,Full match,No results,,325.29759,16.19,29348062.63,1,0,,87.2,,DDA for preferred ion,29348062.63
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Oleoyl ethanolamide,C20 H39 N O2,325.29808,87.6,,Reference-6838,C20792,,Reference,,,,,,
TRUE,[Similar to: NP-003251; ¶§Mass: -101.9960 Da],C25 H28 N4 O4,Full match,Invalid mass,No results,,448.209,9.614,29171833.94,1,0,,,60.3,DDA for preferred ion,29171833.94
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-003251,C27 H34 O12,550.20503,96.1,60.3,Autoprocessed-6532,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"3-hydroxy-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",C20 H22 O7,No match,Invalid mass,No match,,356.12544,11.742,29111234.52,1,2,Superpathway of isoflavonoids (via naringenin);Other,68.9,,DDA for preferred ion,29111234.52
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"3-hydroxy-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",C20 H22 O7,374.13655,68.9,,Autoprocessed-2647,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(2Z)-5-(1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)-3-methylpent-2-enoic acid",C20 H30 O3,No match,Invalid mass,No results,,340.19844,14.426,29012970.54,5,0,,79,,DDA for preferred ion,29012970.54
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-022301,C20 H30 O3,318.21949,78.6,,Autoprocessed-5682,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2E)-5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl]-3-methylpent-2-enoic acid",C20 H30 O3,318.21949,77.7,,Autoprocessed-2910,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"4-hydroxy-3-[(2E,6E)-4-hydroxy-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]benzoic acid",C22 H30 O4,358.21441,76.6,,Autoprocessed-1445,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"3-methyl-5-(5-methyl-6-phenyl-1,2,3,6-tetrahydropyridin-2-yl)-2-phenylpyridine",C24 H24 N2,340.19395,66,,Autoprocessed-7250,,,Autoprocessed,,,,,,
,TRUE,"(2Z)-5-(1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)-3-methylpent-2-enoic acid",C20 H30 O3,318.21949,79,,Autoprocessed-2916,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
